id,title_zh,title_en,title_jp,caption_zh,caption_en,caption_jp,category,posterImage,rarity,hidden,oracle,title_ru,caption_ru,title_es,caption_es,title_tc,caption_tc,series,,,,
200,做志愿者,Volunteer,ボランティアをする,我坚信人本质是有利他性的。不然为什么只是帮助他人，就可以这样满足且快乐。,I firmly believe human nature is altruistic—otherwise why would helping others bring such fulfillment and joy?,人間は本質的に利他的だと私は信じている。助けるだけで満たされ、喜びを感じるのはその証拠だ。,life,,common,,,Стать волонтером,"Я твердо верю, что люди по своей сути альтруистичны. Иначе как объяснить, почему просто помогать другим можно почувствовать такое удовлетворение и счастье.",Ser voluntario,"Creo firmemente que la naturaleza humana es altruista. De lo contrario, ¿por qué ayudando a los demás se siente tan satisfecho y feliz?",做誌願者,我堅信人本質是有利他性的。不然為什麽只是幫助他人，就可以這樣滿足且快樂。,,,,,
201,听音乐剧,Listen To A Musical,ミュージカルを聴く  ,I'm not throwin' away my shot!,I'm not throwin' away my shot!,I'm not throwin' away my shot!,quest,,common,,,Слушать мюзикл,Я не сбрасываю свой шанс!,Escuchar musicales,¡No voy a dejar pasar mi oportunidad!,聽音樂劇,I'm not throwin' away my shot!,,,,,
202,买摩托车,Buy A Motorcycle,オートバイを買う  ,骑摩托车最快乐的时候大抵是车都堵在路上而你穿梭其中的时候。,The best part of riding a motorcycle is weaving through gridlock when everyone else is stuck.  ,バイクで渋滞を抜ける瞬間が最高だ。,quest,,common,,,Купить мотоцикл,"Счастье от езды на мотоцикле, вероятно, приходит тогда, когда все машины стоит в пробке, а ты проносешься между ними.",Comprar una motocicleta,La mayor felicidad de montar en moto probablemente sea cuando todos los coches están atascados en el tráfico y tú te desplazas entre ellos.,買摩托車,騎摩托車最快樂的時候大抵是車都堵在路上而你穿梭其中的時候。,,,,,
203,买电动车,Buy An Electric Scooter,電動スクーターを買う  ,答应我，不要改速度，也不要装灯。,Promise me you won’t modify your speed or your lights.  ,スピードもライト改造もしないでくれ。,quest,,common,,,Купить электромобиль,"Пromise me, не меняйте скорость и не ставьте свет.",Comprar un vehículo eléctrico,Prométeme que no cambiarás la velocidad ni instalarás luces.,買電動車,答應我，不要改速度，也不要裝燈。,,,,,
204,买相机,Buy A Camera,カメラを買う  ,要相信这个世界永远无法取代的是审美。,Believe that what the world can never replace is your sense of beauty.  ,世界が決して奪えないのはあなたの審美眼だ。,quest,,common,,,Купить камеру,"Надо верить, что в этом мире невозможно заменить эстетику.",Comprar cámara,Hay que creer que lo que el mundo nunca podrá reemplazar es la estética.,買相機,要相信這個世界永遠無法取代的是審美。,,,,,
205,写日记,Write A Diary,日記を書く  ,我看着每天记的流水账感到痛苦，后来我看了胡适的日记，也就释然了。,"I suffered reading my daily logs, and then I read Hu Shi’s diary and felt at peace.  ",毎日の記録を読むのがつらかった―でも胡適の日記を読んで救われた。,life,,common,,,Писать дневник,"Я страдал от того, что смотрел дневник расходов, который я вел каждый день, но потом я прочел дневник Ху Ши и успокоился.",Escribir un diario,"Viendo los diarios cotidianos que escribía todos los días me sentía dolido, pero después leí los diarios de Hu Shi y me sentí aliviado.",寫日記,我看著每天記的流水賬感到痛苦，後來我看了胡適的日記，也就釋然了。,,,,,
206,给小费,Give A Tip,チップを渡す  ,雨太大了，你慢点，我肚子还好，不着急。,"The rain’s coming down hard. Go slow. I’m fine, no rush.  ",雨が激しい。ゆっくり行け。私は大丈夫、急がない。,life,,common,,,давать чаевые,"Дождь слишком сильный, езжай медленно. У меня живот в порядке, не спешите.",Dar propina,"La lluvia es muy fuerte, ve despacio. Mi estómago está bien, no hay prisa.",給小費,雨太大了，你慢點，我肚子還好，不著急。,,,,,
207,看鲸鱼,Watch Whales,クジラを見る  ,看过一个故事：小孩住在鲸鱼的肚子里，是独属于他的秘密基地。,"I heard a story: a child living in a whale’s belly, his own secret base.  ",子どもがクジラのお腹に住むという話を聞いた。それは彼だけの秘密基地だ。,quest,,rare,,,Смотреть на китов,"Я читал историю: маленький мальчик жил в животе кита, это был его личный тайник.",Ver Ballenas,"He leído una historia: un niño vive en el vientre de una ballena, que es su base secreta exclusiva.",看鯨魚,看過一個故事：小孩住在鯨魚的肚子裏，是獨屬於他的秘密基地。,,,,,
208,开卡丁车,Drive A Go-Kart,ゴーカートレース  ,F1赛车手的起点。,Every F1 driver starts here.,すべてのF1ドライバーは同じラインから始まる。,sports,,common,,,катить на картинге,Начало карьеры гонщика Формулы-1.,Conducir un karting,El punto de partida de los pilotos de F1.,開卡丁車,F1賽車手的起點。,,,,,
209,一币通关,Beat The Game With One Coin,コイン一枚クリア  ,在旁边的人眼中你是个传奇，游戏厅老板的眼中钉。,To bystanders you’re a legend; to the arcade owner you’re a menace.  ,周囲には伝説、ゲームセンターには厄介者。,skills,,rare,,,Пройти за одну монету,"В глазах окружающих вы легенда, а для владельца аркады вы заноза.",Pasar con una moneda,"A los ojos de los que están a tu lado eres una leyenda; a los ojos del dueño del arcade, una espina.",一幣通關,在旁邊的人眼中你是個傳奇，遊戲廳老板的眼中釘。,,,,,
210,和朋友一起玩游戏,Play Games With Friends,友達とゲームをする  ,这是游戏最高的配置要求。,These are the highest specs a game can demand.,これはゲームが要求する最高のスペックだ。,life,,common,,,Играть в игры с друзьями,Это самые высокие системные требования игры.,Jugar juegos con amigos,Este es el requisito de configuración mínimo del juego.,和朋友一起玩遊戲,這是遊戲最高的配置要求。,,,,,
